OBJECTID,GPS_DATE,REASONCODE,SIGNCLASS,SIGNTYPE,FACETYPE,SIGNSIZE,DIRFACING,SIDEOFSTREET,SUPPORTBASE,SUPPORTMATERIAL,SUPPORTTYPE,OWNER,COMMENTS,X_COORD,Y_COORD,GISOBJID,D7IDESCRIPTION,D7IASSIGNEDTO,D7IDATECREATED,D7IDATEMODIFIED,D7IDATEINACTIVE,D7IEQUIPMENTID,D7IPARENTID,Shape
9559,12/5/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1755610,862545,308367,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20015873,10163264,Point
9624,12/5/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1757594,860486,308449,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20015955,10163324,Point
10094,12/5/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1757253,861266,309089,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20016595,10163804,Point
10095,12/5/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1757253,861266,309090,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20016596,10163804,Point
10109,12/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1764535,866840,309106,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20016612,10163815,Point
10190,2/25/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1755329,859399,309193,Street Sign Position: BUS-1; fixed route (rt 8),0,12/15/2015,Null,Null,20016699,10163875,Point
10203,12/5/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1754890,859964,309208,Street Sign Position: BUS-1; fixed route (rt 8),0,12/15/2015,Null,Null,20016714,10163887,Point
10209,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1755018,862593,309214,Street Sign Position: BUS-1; fixed route (rt 27),0,12/15/2015,Null,Null,20016720,10163893,Point
10210,9/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1755018,862593,309215,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20016721,10163893,Point
10295,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1753401,874203,309325,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20016831,10163965,Point
10651,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1754466,864940,309782,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20017288,10164300,Point
10684,11/7/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1764439,867615,309820,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20017326,10164330,Point
10693,11/20/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1754863,863279,309829,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20017335,10164337,Point
10702,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1754412,865551,309840,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20017346,10164345,Point
10712,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1754265,867296,309851,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20017357,10164352,Point
10742,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1754220,868735,309886,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20017392,10164381,Point
11180,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1753720,872279,310476,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20017982,10164809,Point
11189,11/21/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1754131,870105,310486,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20017992,10164819,Point
11190,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1754226,869657,310487,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20017993,10164820,Point
11197,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1754179,868101,310494,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018000,10164826,Point
11219,2/25/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1755329,859401,310519,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018025,10164845,Point
11233,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1750066,864962,310534,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018040,10164856,Point
11234,9/24/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,STATE,Null,1750066,864962,310535,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20018041,10164856,Point
11285,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1754465,864940,310593,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018099,10164905,Point
11374,9/17/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1749709,870246,310695,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018201,10164983,Point
11375,9/17/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1749709,870246,310696,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20018202,10164983,Point
11557,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1750028,869025,310933,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018439,10165162,Point
11558,9/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,CITY,Null,1750028,869025,310934,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20018440,10165162,Point
11568,12/5/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1754888,859963,310945,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018451,10165171,Point
11576,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1751886,863065,310953,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018459,10165177,Point
11577,9/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,STATE,Null,1751886,863065,310954,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20018460,10165177,Point
11585,9/23/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1751094,863892,310962,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018468,10165184,Point
11586,9/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,STATE,Null,1751094,863892,310963,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20018469,10165184,Point
11599,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,PRIVATE,Null,1750763,865384,310978,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018484,10165194,Point
11605,9/23/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1750286,865938,310985,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018491,10165198,Point
11606,9/23/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,CITY,Null,1750286,865938,310986,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20018492,10165198,Point
11616,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1749130,865940,310997,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018503,10165205,Point
11617,9/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,STATE,Null,1749130,865940,310998,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20018504,10165205,Point
11649,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1747862,867257,311032,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018538,10165229,Point
11650,9/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,STATE,Null,1747862,867257,311033,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20018539,10165229,Point
11663,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1748349,866750,311047,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018553,10165238,Point
11664,9/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,STATE,Null,1748349,866750,311048,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20018554,10165238,Point
11668,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1746947,868317,311052,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018558,10165241,Point
11669,9/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,STATE,Null,1746947,868317,311053,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20018559,10165241,Point
11678,9/23/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1746224,869286,311062,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018568,10165247,Point
11679,9/23/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,STATE,Null,1746224,869286,311063,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20018569,10165247,Point
11707,8/29/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1747102,869651,311092,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018598,10165269,Point
11708,8/29/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1747102,869651,311093,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20018599,10165269,Point
11714,8/29/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1748287,869861,311099,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018605,10165274,Point
11718,8/29/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1748914,870056,311103,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20018609,10165276,Point
11719,8/29/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1748914,870056,311104,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20018610,10165276,Point
12116,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1751145,863730,311610,Street Sign Position: BUS-1; fixed route (rt 8),0,12/15/2015,Null,Null,20019116,10165640,Point
12117,9/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1751145,863730,311611,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20019117,10165640,Point
12131,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1752736,862200,311627,Street Sign Position: BUS-1; fixed route (rt 8),0,12/15/2015,Null,Null,20019133,10165652,Point
12132,9/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,CITY,Null,1752736,862200,311628,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20019134,10165652,Point
12175,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1753377,861630,311678,Street Sign Position: BUS-1; fixed route (rt 8),0,12/15/2015,Null,Null,20019184,10165689,Point
12176,9/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1753377,861630,311679,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20019185,10165689,Point
12178,9/17/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1754012,860964,311681,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20019187,10165690,Point
12179,9/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1754691,860102,311682,Street Sign Position: BUS-1; fixed route (rt 8),0,12/15/2015,Null,Null,20019188,10165691,Point
12180,9/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1754691,860102,311683,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20019189,10165691,Point
12592,8/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1742499,853612,312196,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20019702,10166061,Point
12684,12/17/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1748593,852568,312302,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20019808,10166140,Point
12691,1/7/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1747483,852967,312311,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20019817,10166147,Point
12705,12/17/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1745260,853184,312328,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20019834,10166158,Point
12708,12/11/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1744518,853279,312332,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20019838,10166161,Point
12712,12/19/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1743328,853659,312337,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20019843,10166165,Point
13028,12/17/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1742740,846902,312762,Street Sign Position: BUS-1; fixed route (rt 26),0,12/15/2015,Null,Null,20020268,10166458,Point
13029,12/17/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1742740,846902,312763,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20020269,10166458,Point
13043,12/17/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1741252,850978,312781,Street Sign Position: BUS; gta bus stop (rt 12),0,12/15/2015,Null,Null,20020287,10166472,Point
13044,12/17/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1741252,850978,312782,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20020288,10166472,Point
13048,9/4/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1742418,853512,312787,Street Sign Position: BUS; gta bus stop (rt 7),0,12/15/2015,Null,Null,20020293,10166476,Point
13049,9/4/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1742418,853512,312788,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20020294,10166476,Point
13219,12/19/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1742212,849957,312988,Street Sign Position: BUS; gta bus stop (rt 26),0,12/15/2015,Null,Null,20020494,10166621,Point
13220,12/19/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1742212,849957,312989,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20020495,10166621,Point
13237,8/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1743215,849479,313008,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20020514,10166634,Point
13239,8/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1743281,848932,313010,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20020516,10166636,Point
13252,12/19/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1743232,853586,313026,Street Sign Position: BUS-1; fixed route (rt 7),0,12/15/2015,Null,Null,20020532,10166648,Point
13253,12/19/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1743232,853586,313027,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20020533,10166648,Point
13363,12/19/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1744916,853175,313159,Street Sign Position: BUS-1; fixed route (rt 7),0,12/15/2015,Null,Null,20020665,10166746,Point
13364,12/19/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1744916,853175,313160,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20020666,10166746,Point
13418,9/4/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1746225,853023,313230,Street Sign Position: BUS-1; fixed route (rt  7),0,12/15/2015,Null,Null,20020736,10166799,Point
13419,1/7/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1746225,853023,313231,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20020737,10166799,Point
13466,1/7/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1747435,852924,313289,Street Sign Position: BUS-1; fixed route (rt 7),0,12/15/2015,Null,Null,20020795,10166841,Point
13467,1/7/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1747435,852924,313290,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20020796,10166841,Point
13471,9/4/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1748693,852432,313295,Street Sign Position: BUS-1; fixed route (rt 7),0,12/15/2015,Null,Null,20020801,10166845,Point
13472,1/7/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1748693,852432,313296,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20020802,10166845,Point
13477,12/11/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1749680,851929,313302,Street Sign Position: BUS-1; fixed route (rt 7),0,12/15/2015,Null,Null,20020808,10166850,Point
13505,12/19/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1749608,849086,313333,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20020839,10166877,Point
13582,9/9/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1747638,845155,313421,Street Sign Position: BUS-1; fixed route (rt 9),0,12/15/2015,Null,Null,20020927,10166939,Point
13590,9/9/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1747191,845099,313429,Street Sign Position: BUS-1; fixed route (rt 9),0,12/15/2015,Null,Null,20020935,10166945,Point
13601,1/7/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1746614,845302,313441,Street Sign Position: BUS-1; fixed route (rt 9),0,12/15/2015,Null,Null,20020947,10166954,Point
13616,9/9/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1745847,845577,313458,Street Sign Position: BUS-1; fixed route (rt 9),0,12/15/2015,Null,Null,20020964,10166967,Point
13652,9/10/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1745503,845599,313498,Street Sign Position: BUS-1; fixed route (rt 9),0,12/15/2015,Null,Null,20021004,10167002,Point
13654,12/19/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1744168,845681,313500,Street Sign Position: BUS-1; fixed route (rt 9),0,12/15/2015,Null,Null,20021006,10167004,Point
13719,9/10/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1743106,845880,313569,Street Sign Position: BUS-1; fixed route (rt 26),0,12/15/2015,Null,Null,20021075,10167062,Point
13720,1/8/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1743106,845880,313570,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20021076,10167062,Point
13746,12/17/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1742441,848445,313599,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20021105,10167088,Point
13747,12/17/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1742441,848445,313600,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20021106,10167088,Point
13782,12/17/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1740665,851509,313639,Street Sign Position: BUS; gta bus stop (rt 26),0,12/15/2015,Null,Null,20021145,10167120,Point
