OBJECTID,SHAPE,inci_id,date_occu,address,description,type,X_Coord,Y_Coord,category,NIBRS_Code
47,Point,20191129103,11/29/2019 2:08:00 PM,2600 IMMANUEL RD,Murder & Non-Negligent Manslaughter,Homicide Offenses,1753630.998056,840259.769295,Person,09A
275,Point,20191204098,12/4/2019 10:52:13 AM,1400 BROWN BLVD,Murder & Non-Negligent Manslaughter,Homicide Offenses,1775604.827021,840337.895901,Person,09A
416,Point,20191206263,12/6/2019 9:42:00 PM,2800 SPRING GARDEN ST,Murder & Non-Negligent Manslaughter,Homicide Offenses,1752304.627625,843306.276704,Person,09A
726,Point,20191212253,12/12/2019 7:25:27 PM,3500 LYNHAVEN DR,Murder & Non-Negligent Manslaughter,Homicide Offenses,1761107.826516,830476.484,Person,09A
838,Point,20191215050,12/15/2019 3:36:00 AM,1800 SPRING GARDEN ST,Murder & Non-Negligent Manslaughter,Homicide Offenses,1757215.930399,843114.48405,Person,09A
1019,Point,20191218116,12/18/2019 12:40:44 PM,1300 S HOLDEN RD/SWAN ST,Murder & Non-Negligent Manslaughter,Homicide Offenses,1751097.166533,839753.803406,Person,09A
1760,Point,20200101130,1/1/2020 10:37:00 AM,3600 SWEET BIRCH DR,Murder & Non-Negligent Manslaughter,Homicide Offenses,1787181.179565,839309.416139,Person,09A
2817,Point,20200120151,1/20/2020 3:00:00 PM,4700 FEWELL RD,Murder & Non-Negligent Manslaughter,Homicide Offenses,1777084.518722,871734.65102,Person,09A
4250,Point,20200216044,2/15/2020 9:45:00 PM,400 S BUNKER HILL RD,Murder & Non-Negligent Manslaughter,Homicide Offenses,1699373.478035,858365.028208,Person,09A
5023,Point,20200229081,2/29/2020 11:05:52 AM,1000 SUMMIT AV,Murder & Non-Negligent Manslaughter,Homicide Offenses,1770592.400569,850903.252763,Person,09A
6874,Point,20200403053,4/2/2020 3:38:00 AM,400 LOWDERMILK ST,Murder & Non-Negligent Manslaughter,Homicide Offenses,1779601.659584,848670.085215,Person,09A
6900,Point,20200402133,4/2/2020 6:49:00 PM,1000 CREEK RIDGE RD,Murder & Non-Negligent Manslaughter,Homicide Offenses,1758072.09411,829785.406519,Person,09A
7391,Point,20200412016,4/12/2020 12:57:21 AM,500 MYSTIC DR,Murder & Non-Negligent Manslaughter,Homicide Offenses,1762504.063005,827600.475387,Person,09A
7630,Point,20200417138,4/17/2020,4400 BECKFORD DR,Murder & Non-Negligent Manslaughter,Homicide Offenses,1743159.017029,836339.099129,Person,09A
7864,Point,20200421083,4/21/2020 11:23:47 AM,3200 RANDLEMAN RD,Murder & Non-Negligent Manslaughter,Homicide Offenses,1761767.633334,822817.672664,Person,09A
8103,Point,20200425176,4/25/2020 10:50:00 PM,800 HAYWOOD ST,Murder & Non-Negligent Manslaughter,Homicide Offenses,1762132.402684,841941.893331,Person,09A
8206,Point,20200427231,4/27/2020 9:51:22 PM,900 RUGBY ST,Murder & Non-Negligent Manslaughter,Homicide Offenses,1770973.344432,841939.367988,Person,09A
8229,Point,20200428131,4/28/2020 2:40:00 PM,500 LAMA ST,Murder & Non-Negligent Manslaughter,Homicide Offenses,1764581.981707,839557.118987,Person,09A
8270,Point,20200429066,4/29/2020 11:18:40 AM,0 COVEY LN,Murder & Non-Negligent Manslaughter,Homicide Offenses,1764269.996457,825341.634181,Person,09A
8787,Point,20200509033,5/9/2020 6:18:34 AM,600 ABINGTON DR,Murder & Non-Negligent Manslaughter,Homicide Offenses,1779215.058204,847960.208523,Person,09A
9258,Point,20200519136,5/19/2020 1:23:42 PM,1300 BRIDFORD PKWY,Murder & Non-Negligent Manslaughter,Homicide Offenses,1733186.270703,840239.775512,Person,09A
21,Point,20191211112,11/28/2019 9:00:00 PM,3800 GREEN POINT DR,Rape,Sex Offenses,1747166.434269,834593.071383,Person,11A
48,Point,20191129109,11/29/2019 2:36:15 PM,3800 OVERLAND HTS,Rape,Sex Offenses,1747700.618328,836027.199136,Person,11A
689,Point,20191212192,12/12/2019,5600 ATWATER DR,Rape,Sex Offenses,1734794.035308,827053.630709,Person,11A
697,Point,20191212247,12/12/2019 4:30:00 AM,100 GROVECREST WAY,Rape,Sex Offenses,1765273.347664,842841.681094,Person,11A
803,Point,20200121227,12/14/2019 6:30:00 PM,3200 NORTHLINE AV,Rape,Sex Offenses,1753856.179941,851906.322679,Person,11A
945,Point,20191217027,12/17/2019 2:00:00 AM,1600 HUFFINE MILL RD,Rape,Sex Offenses,1785132.197914,854887.027072,Person,11A
1185,Point,20191221089,12/21/2019 4:00:00 AM,3900 PIONEER WAY,Rape,Sex Offenses,0,0,Person,11A
1214,Point,20191222025,12/21/2019 4:00:00 PM,600 S REGIONAL RD,Rape,Sex Offenses,1717007.547496,849106.322606,Person,11A
1490,Point,20191230120,12/27/2019 8:30:36 PM,600 FREEMAN MILL RD/W GATE CITY BLVD,Rape,Sex Offenses,1763732.357143,843234.312506,Person,11A
1646,Point,20191230216,12/30/2019 6:15:12 PM,100 E SENECA RD,Rape,Sex Offenses,1766052.56322,832362.192502,Person,11A
2191,Point,20200109024,1/9/2020 2:39:16 AM,3100 RANDLEMAN RD,Rape,Sex Offenses,1761946.289308,823690.383399,Person,11A
2305,Point,20200111053,1/11/2020 4:59:52 AM,3700 WEST AV/COLBY ST,Rape,Sex Offenses,1747210.100678,835199.295543,Person,11A
2948,Point,20200123083,1/23/2020 12:01:00 AM,800 GREENHAVEN DR,Rape,Sex Offenses,1759192.844665,828524.972553,Person,11A
3385,Point,20200131263,1/31/2020 2:00:00 PM,1300 ELMER ST/TEXTILE DR,Rape,Sex Offenses,1775725.559634,853667.704444,Person,11A
4408,Point,20200218264,2/18/2020 8:25:00 PM,5300 NORTH OAKS DR,Rape,Sex Offenses,1757283.73922,876838.434999,Person,11A
4585,Point,20200222162,2/21/2020 9:00:00 PM,2800 LIBERTY RD,Rape,Sex Offenses,1772629.681356,831800.71787,Person,11A
4676,Point,20200224176,2/23/2020 7:06:00 PM,2300 E MARKET ST,Rape,Sex Offenses,1775815.879695,847465.201622,Person,11A
4760,Point,20200227183,2/24/2020 7:00:00 PM,1300 LEES CHAPEL RD,Rape,Sex Offenses,1766844.540451,868656.953151,Person,11A
4814,Point,20200226110,2/25/2020 5:00:00 PM,1300 LEES CHAPEL RD,Rape,Sex Offenses,1766844.540451,868656.953151,Person,11A
5012,Point,20200229141,2/29/2020 1:00:00 AM,5000 LAKE JEANETTE RD/N ELM ST,Rape,Sex Offenses,1760837.135694,873106.96298,Person,11A
5044,Point,20200303158,2/29/2020 6:00:00 PM,100 ADAMS ST,Rape,Sex Offenses,1761736.090473,846594.638386,Person,11A
5056,Point,20200301131,2/29/2020 10:00:00 PM,1800 VERMONT DR/PHILLIPS AV,Rape,Sex Offenses,1775675.431754,855650.345452,Person,11A
5269,Point,20200304204,3/4/2020 2:34:00 PM,200 BODEN WAY,Rape,Sex Offenses,1795954.938298,888625.685818,Person,11A
5775,Point,20200313035,3/13/2020 3:00:00 AM,0 WOODSTREAM LN,Rape,Sex Offenses,1728898.857966,852376.276301,Person,11A
6158,Point,20200323118,3/20/2020 2:00:00 PM,2700 BUCHANAN RD,Rape,Sex Offenses,1778872.569592,856163.347903,Person,11A
6464,Point,20200325189,3/25/2020 7:41:27 PM,2500 16TH ST,Rape,Sex Offenses,1778742.614428,860772.25312,Person,11A
6646,Point,20200328135,3/28/2020 9:14:40 PM,600 W FLORIDA ST/HUDGINS DR,Rape,Sex Offenses,1762388.810886,838821.799901,Person,11A
6963,Point,20200505220,4/4/2020 11:43:00 AM,1900 LAMONT CT,Rape,Sex Offenses,1776830.171665,856778.277134,Person,11A
7219,Point,20200409023,4/9/2020 3:00:40 AM,3200 STARMOUNT DR,Rape,Sex Offenses,1752613.320554,846678.864331,Person,11A
7386,Point,20200412037,4/12/2020,2500 CORK ST,Rape,Sex Offenses,1777939.838629,841089.20961,Person,11A
7914,Point,20200422123,4/22/2020 11:00:00 AM,600 S BENBOW RD,Rape,Sex Offenses,1772215.53329,844832.92411,Person,11A
8323,Point,20200430183,4/30/2020 12:00:00 PM,500 IRELAND ST,Rape,Sex Offenses,1764796.956947,840917.616565,Person,11A
8813,Point,20200510039,5/9/2020 10:00:00 PM,2800 S ELM-EUGENE ST,Rape,Sex Offenses,1765975.58565,834138.999058,Person,11A
9112,Point,20200516015,5/16/2020 12:36:32 AM,2900 S ELM-EUGENE ST,Rape,Sex Offenses,1766003.777688,832534.361557,Person,11A
9242,Point,20200519032,5/19/2020 5:50:00 AM,2200 OAK HILL DR,Rape,Sex Offenses,1757773.460418,859303.505509,Person,11A
3418,Point,20200204288,1/31/2020 11:59:59 PM,1200 ASHE ST,Sodomy,Sex Offenses,1764755.380965,840542.16034,Person,11B
5261,Point,20200304208,3/4/2020 1:53:00 PM,1600 PINECROFT RD,Sodomy,Sex Offenses,1750594.076452,837624.990815,Person,11B
9463,Point,20200524213,5/24/2020 8:55:25 PM,2300 S HOLDEN RD,Sodomy,Sex Offenses,1748697.528401,833421.385504,Person,11B
2525,Point,20200318121,1/15/2020,3500 N CHURCH ST,Sexual Assault With An Object,Sex Offenses,1767248.557551,865662.916488,Person,11C
825,Point,20200110117,12/15/2019,800 E BRAGG ST,Fondling,Sex Offenses,1769250.593912,842921.217999,Person,11D
867,Point,20191216018,12/15/2019 8:15:00 PM,400 W SMITH ST,Fondling,Sex Offenses,1765407.807128,848336.842435,Person,11D
920,Point,20191216255,12/16/2019 5:15:08 PM,4000 MCINTOSH ST,Fondling,Sex Offenses,1745555.614348,840098.42499,Person,11D
1297,Point,20191223607,12/23/2019 11:39:00 AM,3800 HOLTS CHAPEL RD,Fondling,Sex Offenses,1780187.177178,846005.614009,Person,11D
1515,Point,20191228038,12/28/2019 4:30:00 AM,1100 DECATUR ST,Fondling,Sex Offenses,1771114.564197,842062.218924,Person,11D
3010,Point,20200124129,1/24/2020 11:30:05 AM,500 SAVANNAH ST,Fondling,Sex Offenses,1762750.181902,836258.00986,Person,11D
3017,Point,20200129115,1/24/2020 3:00:00 PM,100 FLEMINGFIELD RD,Fondling,Sex Offenses,1790269.601078,851392.743252,Person,11D
3178,Point,20200128048,1/27/2020 6:30:00 PM,700 WALTER REED DR,Fondling,Sex Offenses,1756692.565998,849937.289623,Person,11D
3185,Point,20200127288,1/27/2020 9:15:43 PM,300 AVALON RD,Fondling,Sex Offenses,1776608.279806,845880.938166,Person,11D
3463,Point,20200216164,2/2/2020,3800 OVERLAND HTS,Fondling,Sex Offenses,1747700.618328,836027.199136,Person,11D
4157,Point,20200218070,2/14/2020 2:15:00 PM,700 BENJAMIN PKWY,Fondling,Sex Offenses,1759629.567813,848979.938667,Person,11D
4810,Point,20200225200,2/25/2020 4:14:00 PM,400 FRIENDWAY RD,Fondling,Sex Offenses,1732797.79345,849886.291804,Person,11D
5542,Point,20200309076,3/9/2020 10:10:00 AM,700 BENJAMIN PKWY,Fondling,Sex Offenses,1759629.567813,848979.938667,Person,11D
5830,Point,20200413097,3/14/2020,700 BROAD AV,Fondling,Sex Offenses,1768851.970812,841310.640827,Person,11D
5879,Point,20200325117,3/14/2020 11:00:00 PM,1100 N CHURCH ST,Fondling,Sex Offenses,1768317.467234,852424.964223,Person,11D
5888,Point,20200315039,3/15/2020 2:00:56 AM,1700 SPRING GARDEN ST,Fondling,Sex Offenses,1757889.039441,843103.344918,Person,11D
5992,Point,20200320174,3/17/2020 1:45:00 AM,200 N CEDAR ST,Fondling,Sex Offenses,1764073.803948,846766.063705,Person,11D
6911,Point,20200403001,4/2/2020 10:36:00 PM,1500 LARSON ST,Fondling,Sex Offenses,1749042.428671,838726.613806,Person,11D
7798,Point,20200420144,4/20/2020 8:00:00 AM,2200 OAKMONT CT,Fondling,Sex Offenses,1756132.180222,832662.52098,Person,11D
8153,Point,20200426147,4/26/2020 11:06:00 PM,600 S ELAM AV,Fondling,Sex Offenses,1755249.253795,844923.742724,Person,11D
8533,Point,20200505171,5/4/2020 1:00:00 PM,3700 BATTLEGROUND AV,Fondling,Sex Offenses,1747743.783145,867333.302145,Person,11D
8646,Point,20200507050,5/6/2020 12:00:00 PM,200 S EDGEWORTH ST,Fondling,Sex Offenses,1764684.233958,845976.937685,Person,11D
8699,Point,20200507163,5/7/2020 4:05:00 PM,900 NORWALK ST/ALLIANCE DR,Fondling,Sex Offenses,1742298.645993,840114.688422,Person,11D
9315,Point,20200521133,5/21/2020 2:30:00 AM,3500 DRAWBRIDGE PKWY,Fondling,Sex Offenses,1744853.797294,870981.90196,Person,11D
3,Point,20191128072,11/28/2019 11:54:00 AM,700 DILLARD ST,Aggravated Assault,Assault Offenses,1762588.259456,843056.838639,Person,13A
12,Point,20191128112,11/28/2019 4:23:35 PM,800 TUSCALOOSA ST,Aggravated Assault,Assault Offenses,1769254.672103,840894.936004,Person,13A
32,Point,20191129016,11/29/2019 1:49:26 AM,300 W VANDALIA RD,Aggravated Assault,Assault Offenses,1763203.958829,825459.060152,Person,13A
34,Point,20191129021,11/29/2019 2:52:05 AM,700 MARSH ST,Aggravated Assault,Assault Offenses,1763310.427523,839480.234185,Person,13A
53,Point,20191129123,11/29/2019 4:18:00 PM,2800 CAMBORNE ST,Aggravated Assault,Assault Offenses,1752104.3153,839935.759619,Person,13A
74,Point,20191129209,11/29/2019 10:20:00 PM,300 CRAIG ST,Aggravated Assault,Assault Offenses,1764527.841715,837457.17677,Person,13A
87,Point,20191130015,11/30/2019 1:03:34 AM,800 W MCGEE ST,Aggravated Assault,Assault Offenses,1763899.662853,845075.176761,Person,13A
101,Point,20191130102,11/30/2019 12:00:00 PM,4800 YELLOW LOCUST DR,Aggravated Assault,Assault Offenses,1769115.244339,872805.355843,Person,13A
136,Point,20191201009,12/1/2019 12:37:25 AM,900 LOGAN ST,Aggravated Assault,Assault Offenses,1771691.631452,843217.48294,Person,13A
138,Point,20191201021,12/1/2019 1:57:00 AM,2100 SPRING GARDEN ST/S ELAM AV,Aggravated Assault,Assault Offenses,1755219.919749,843186.54516,Person,13A
176,Point,20191201193,12/1/2019 10:00:00 PM,4600 W MARKET ST,Aggravated Assault,Assault Offenses,1745326.504431,845576.33795,Person,13A
224,Point,20191203077,12/3/2019 9:18:46 AM,600 HIGH ST/E BRAGG ST,Aggravated Assault,Assault Offenses,1770522.249952,842899.411234,Person,13A
253,Point,20191203276,12/3/2019 9:14:26 PM,2800 N O HENRY BLVD,Aggravated Assault,Assault Offenses,1768845.993518,861663.15993,Person,13A
265,Point,20191204025,12/4/2019 2:17:00 AM,3200 EDENWOOD DR,Aggravated Assault,Assault Offenses,1764762.882372,828151.57112,Person,13A
276,Point,20191204098,12/4/2019 10:52:13 AM,1400 BROWN BLVD,Aggravated Assault,Assault Offenses,1775604.827021,840337.895901,Person,13A
296,Point,20191204207,12/4/2019 6:27:24 PM,2200 APACHE ST,Aggravated Assault,Assault Offenses,1776092.225542,845354.93376,Person,13A
301,Point,20191204232,12/4/2019 8:00:00 PM,2400 E MARKET ST,Aggravated Assault,Assault Offenses,1776486.460009,847660.159823,Person,13A
310,Point,20191205003,12/4/2019 11:06:31 PM,2900 MARTHAS PL,Aggravated Assault,Assault Offenses,1755111.50044,861024.685703,Person,13A
311,Point,20191205001,12/4/2019 11:30:38 PM,3500 N CHURCH ST,Aggravated Assault,Assault Offenses,1767248.557551,865662.916488,Person,13A
314,Point,20191205002,12/4/2019 11:53:32 PM,1000 SULLIVAN ST/HOMELAND AV,Aggravated Assault,Assault Offenses,1770893.106964,849918.957604,Person,13A
331,Point,20191205187,12/5/2019 3:17:00 PM,1800 WILLOMORE ST,Aggravated Assault,Assault Offenses,1759478.151425,836050.919117,Person,13A
339,Point,20191205220,12/5/2019 5:47:17 PM,900 LLANO PL,Aggravated Assault,Assault Offenses,1777892.863704,841906.837587,Person,13A
356,Point,20191206016,12/6/2019 1:00:00 AM,3000 E MARKET ST,Aggravated Assault,Assault Offenses,1780261.736564,850050.639044,Person,13A
361,Point,20191206024,12/6/2019 3:24:00 AM,200 HOLT AV,Aggravated Assault,Assault Offenses,1778364.238849,849166.873442,Person,13A
412,Point,20191206251,12/6/2019 9:15:00 PM,1400 BOGART ST,Aggravated Assault,Assault Offenses,1771851.981579,854166.643211,Person,13A
428,Point,20191207022,12/7/2019 2:30:00 AM,4500 W MARKET ST,Aggravated Assault,Assault Offenses,1746918.734858,845123.39195,Person,13A
461,Point,20191207181,12/7/2019 6:14:00 PM,4200 W WENDOVER AV/BIG TREE WAY,Aggravated Assault,Assault Offenses,1737209.779095,841035.639384,Person,13A
467,Point,20191207182,12/7/2019 9:06:46 PM,700 DEVON DR,Aggravated Assault,Assault Offenses,1762401.3477,837422.862049,Person,13A
485,Point,20191208030,12/8/2019 3:24:25 AM,3700 MIZELL RD,Aggravated Assault,Assault Offenses,1768769.447448,867269.44847,Person,13A
501,Point,20191208177,12/8/2019 4:10:00 PM,200 I-40E\BUS 85N/S ELM-EUGENE ST,Aggravated Assault,Assault Offenses,0,0,Person,13A
529,Point,20191209097,12/8/2019 9:30:00 PM,4700 BYERS RD,Aggravated Assault,Assault Offenses,1775115.854361,871071.89614,Person,13A
530,Point,20191208223,12/8/2019 9:30:04 PM,1800 BRIGHTWOOD SCHOOL RD,Aggravated Assault,Assault Offenses,1777358.320518,873491.223842,Person,13A
608,Point,20191210066,12/10/2019 8:41:29 AM,300 AVALON RD,Aggravated Assault,Assault Offenses,1776608.279806,845880.938166,Person,13A
640,Point,20191211004,12/11/2019 12:13:19 AM,2800 CAMBORNE ST,Aggravated Assault,Assault Offenses,1752104.3153,839935.759619,Person,13A
641,Point,20191211005,12/11/2019 12:36:00 AM,600 MARTIN LUTHER KING JR DR/JULIAN ST,Aggravated Assault,Assault Offenses,1767912.066823,841753.500991,Person,13A
644,Point,20191211032,12/11/2019 6:19:35 AM,700 DILLARD ST,Aggravated Assault,Assault Offenses,1762588.259456,843056.838639,Person,13A
724,Point,20191212253,12/12/2019 7:25:27 PM,3500 LYNHAVEN DR,Aggravated Assault,Assault Offenses,1761107.826516,830476.484,Person,13A
742,Point,20191213013,12/13/2019 12:00:01 AM,3200 BLAINMORE DR,Aggravated Assault,Assault Offenses,1783931.727436,866481.481304,Person,13A
744,Point,20191213014,12/13/2019 1:10:00 AM,1300 SLOAN ST,Aggravated Assault,Assault Offenses,1771823.665717,844335.33578,Person,13A
765,Point,20191214001,12/13/2019 9:45:26 PM,2900 E MARKET ST,Aggravated Assault,Assault Offenses,1779625.639413,849554.270091,Person,13A
766,Point,20191213221,12/13/2019 10:30:00 PM,3700 FLINT ST,Aggravated Assault,Assault Offenses,1765770.385848,865324.080604,Person,13A
773,Point,20191214123,12/14/2019,800 BROAD AV,Aggravated Assault,Assault Offenses,1769264.70838,841290.896366,Person,13A
774,Point,20191214016,12/14/2019 12:43:00 AM,2900 PHILLIPS AV,Aggravated Assault,Assault Offenses,1781845.805297,854003.029306,Person,13A
815,Point,20191214207,12/14/2019 9:15:04 PM,2200 VAN WERT ST,Aggravated Assault,Assault Offenses,1757895.405495,837069.121064,Person,13A
828,Point,20191215026,12/15/2019 1:36:00 AM,5900 WESTON DR,Aggravated Assault,Assault Offenses,1730344.605756,829836.376857,Person,13A
841,Point,20191215073,12/15/2019 10:16:11 AM,2800 S ELM-EUGENE ST,Aggravated Assault,Assault Offenses,1765975.58565,834138.999058,Person,13A
855,Point,20191215142,12/15/2019 4:00:00 PM,3300 REGENTS PARK LN,Aggravated Assault,Assault Offenses,1753049.597102,871822.635649,Person,13A
858,Point,20191215152,12/15/2019 5:36:00 PM,3500 SUMMIT AV,Aggravated Assault,Assault Offenses,1774735.738384,865361.835931,Person,13A
863,Point,20191215196,12/15/2019 6:46:59 PM,2700 RANDLEMAN RD,Aggravated Assault,Assault Offenses,0,0,Person,13A
864,Point,20191215195,12/15/2019 7:00:00 PM,5700 HIDDEN LAKE DR,Aggravated Assault,Assault Offenses,1771122.135872,876660.937419,Person,13A
871,Point,20191215207,12/15/2019 10:47:35 PM,1700 LONGFELLOW ST,Aggravated Assault,Assault Offenses,1775000.180157,859822.721868,Person,13A
905,Point,20191216196,12/16/2019 1:58:47 PM,800 E CONE BLVD,Aggravated Assault,Assault Offenses,1769353.090059,860354.112128,Person,13A
910,Point,20191216215,12/16/2019 2:40:00 PM,100 N TATE ST/W FRIENDLY AV,Aggravated Assault,Assault Offenses,1762147.08377,846915.604007,Person,13A
957,Point,20191217087,12/17/2019 10:30:00 AM,500 OCONNOR ST,Aggravated Assault,Assault Offenses,1763800.946419,838376.81351,Person,13A
1071,Point,20191219142,12/19/2019 12:00:00 PM,800 S CHAPMAN ST,Aggravated Assault,Assault Offenses,1756660.159627,843773.662669,Person,13A
1075,Point,20191219150,12/19/2019 1:37:59 PM,3700 REDOR ST,Aggravated Assault,Assault Offenses,1776217.330431,867102.133455,Person,13A
1088,Point,20191219247,12/19/2019 6:30:00 PM,4400 W WENDOVER AV,Aggravated Assault,Assault Offenses,1735575.312098,840486.518163,Person,13A
1131,Point,20191220150,12/20/2019 2:45:00 PM,5000 TURNBRIDGE CIR,Aggravated Assault,Assault Offenses,1770539.10674,873767.944918,Person,13A
1148,Point,20191220194,12/20/2019 6:05:40 PM,100 E MONTCASTLE DR/WOODCREEK DR,Aggravated Assault,Assault Offenses,1766305.798679,827372.675419,Person,13A
1180,Point,20191221034,12/21/2019 2:28:00 AM,1000 HIGHSTONE DR,Aggravated Assault,Assault Offenses,1757702.169382,821612.311846,Person,13A
1186,Point,20191221042,12/21/2019 4:15:43 AM,200 WIND RD,Aggravated Assault,Assault Offenses,1767655.556127,867968.866374,Person,13A
1314,Point,20191223179,12/23/2019 5:45:00 PM,2500 PHILLIPS AV/ELWELL AV,Aggravated Assault,Assault Offenses,1780187.155292,854147.48541,Person,13A
1317,Point,20191223189,12/23/2019 7:20:26 PM,2700 RANDLEMAN RD,Aggravated Assault,Assault Offenses,1762744.217358,828789.176863,Person,13A
1323,Point,20191223218,12/23/2019 8:50:00 PM,500 N CHURCH ST/LEFTWICH ST,Aggravated Assault,Assault Offenses,1767610.233878,848879.345853,Person,13A
1328,Point,20191223224,12/23/2019 11:30:38 PM,3200 WOODLEA DR,Aggravated Assault,Assault Offenses,1765088.874289,827778.746037,Person,13A
1331,Point,20191224017,12/24/2019 1:55:18 AM,1700 W FLORIDA ST,Aggravated Assault,Assault Offenses,1757907.757527,838928.154128,Person,13A
1337,Point,20191224030,12/24/2019 3:29:23 AM,3900 OVERLAND HTS,Aggravated Assault,Assault Offenses,1746280.535122,836094.576526,Person,13A
1339,Point,20191224038,12/24/2019 6:30:28 AM,300 WINSTON ST,Aggravated Assault,Assault Offenses,1774897.712579,847670.744141,Person,13A
1371,Point,20191224202,12/24/2019 8:10:00 PM,1000 US 29 N/E MARKET ST,Aggravated Assault,Assault Offenses,1773490.433661,846500.387989,Person,13A
1372,Point,20191224204,12/24/2019 8:32:39 PM,1900 E BESSEMER AV/WAREHOUSE ST,Aggravated Assault,Assault Offenses,1775476.741983,850532.85744,Person,13A
1406,Point,20191226030,12/25/2019 11:00:00 PM,1600 BALL ST/RYAN ST,Aggravated Assault,Assault Offenses,1774406.163466,855279.747415,Person,13A
1412,Point,20191226018,12/26/2019 2:56:00 AM,1300 GROVE ST,Aggravated Assault,Assault Offenses,1759837.652002,839337.885114,Person,13A
1415,Point,20191226019,12/26/2019 3:30:00 AM,1600 GROVE ST,Aggravated Assault,Assault Offenses,1758370.225875,839520.819553,Person,13A
1445,Point,20191226200,12/26/2019 10:00:00 PM,100 GREENBRIAR RD,Aggravated Assault,Assault Offenses,1766916.542298,866605.697265,Person,13A
1468,Point,20191227131,12/27/2019 2:43:57 PM,200 I-40E\BUS 85N,Aggravated Assault,Assault Offenses,0,0,Person,13A
1496,Point,20191227259,12/27/2019 11:35:57 PM,500 OCONNOR ST,Aggravated Assault,Assault Offenses,1763800.946419,838376.81351,Person,13A
1516,Point,20191228040,12/28/2019 5:01:00 AM,400 E LINDSAY ST,Aggravated Assault,Assault Offenses,1768648.943352,847510.013323,Person,13A
1556,Point,20191228203,12/28/2019 10:42:49 PM,1400 LINCOLN ST,Aggravated Assault,Assault Offenses,1773682.216784,840592.168374,Person,13A
1568,Point,20191229022,12/29/2019 1:03:24 AM,700 FULTON ST,Aggravated Assault,Assault Offenses,1763481.877465,843578.083311,Person,13A
1569,Point,20191229032,12/29/2019 1:40:00 AM,3300 REHOBETH CHURCH RD,Aggravated Assault,Assault Offenses,1757666.5984,830524.015637,Person,13A
1573,Point,20191229042,12/29/2019 3:45:55 AM,2400 MERRITT DR,Aggravated Assault,Assault Offenses,1745263.278171,833448.312941,Person,13A
1580,Point,20191229073,12/29/2019 11:30:00 AM,2000 E MARKET ST,Aggravated Assault,Assault Offenses,1774340.652683,846710.589589,Person,13A
1581,Point,20191229072,12/29/2019 11:40:00 AM,6000 LANDMARK CENTER BLVD,Aggravated Assault,Assault Offenses,1736828.787038,838832.776995,Person,13A
1609,Point,20191230004,12/29/2019 9:15:44 PM,700 CREEK RIDGE RD,Aggravated Assault,Assault Offenses,1760809.872395,830500.584321,Person,13A
1625,Point,20191230088,12/30/2019 10:00:00 AM,300 LEFTWICH ST,Aggravated Assault,Assault Offenses,1767641.683325,848865.774049,Person,13A
1641,Point,20191230181,12/30/2019 4:28:50 PM,2000 ATHENA CT,Aggravated Assault,Assault Offenses,1750351.080896,835937.955073,Person,13A
1673,Point,20191231012,12/31/2019 1:40:17 AM,1100 MARTIN LUTHER KING JR DR/RANDOLPH AV,Aggravated Assault,Assault Offenses,1768105.499716,840260.61592,Person,13A
1675,Point,20191231022,12/31/2019 2:48:00 AM,1700 MCCONNELL RD,Aggravated Assault,Assault Offenses,1773488.737063,843897.054729,Person,13A
1678,Point,20191231030,12/31/2019 4:00:01 AM,300 AVALON RD,Aggravated Assault,Assault Offenses,1776608.279806,845880.938166,Person,13A
1679,Point,20191231045,12/31/2019 7:20:00 AM,4600 W MARKET ST,Aggravated Assault,Assault Offenses,1745326.504431,845576.33795,Person,13A
1707,Point,20191231252,12/31/2019 8:27:00 PM,3200 S HOLDEN RD,Aggravated Assault,Assault Offenses,1749582.536604,828082.126763,Person,13A
1724,Point,20200102194,1/1/2020,3600 COUNTRY RIDGE RD,Aggravated Assault,Assault Offenses,1777986.778188,865652.725885,Person,13A
1731,Point,20200101013,1/1/2020 12:13:06 AM,6200 NILE PL,Aggravated Assault,Assault Offenses,1732398.820205,846612.984944,Person,13A
1732,Point,20200101020,1/1/2020 12:15:00 AM,400 HARGETT ST,Aggravated Assault,Assault Offenses,1771010.568663,844899.063474,Person,13A
1733,Point,20200101172,1/1/2020 12:15:00 AM,800 CARRIELAND DR,Aggravated Assault,Assault Offenses,1777305.320177,851707.912919,Person,13A
1735,Point,20200101033,1/1/2020 1:00:00 AM,3900 EASTLAND AV,Aggravated Assault,Assault Offenses,1781099.356843,847317.947753,Person,13A
1743,Point,20200101048,1/1/2020 2:30:15 AM,1300 BLACKMOOR RD,Aggravated Assault,Assault Offenses,1773762.475323,830527.155442,Person,13A
1759,Point,20200101098,1/1/2020 10:24:00 AM,3500 S ELM-EUGENE ST,Aggravated Assault,Assault Offenses,1765304.120919,825301.538481,Person,13A
1781,Point,20200101200,1/1/2020 6:32:50 PM,1100 PEARSON ST,Aggravated Assault,Assault Offenses,1768381.695626,841704.42513,Person,13A
1784,Point,20200101217,1/1/2020 8:18:55 PM,2900 PINE LAKE DR,Aggravated Assault,Assault Offenses,1750762.606559,827486.617794,Person,13A
1785,Point,20200101224,1/1/2020 8:22:54 PM,1100 MOODY ST,Aggravated Assault,Assault Offenses,1777121.741684,842676.248117,Person,13A
