OBJECTID,SHAPE,inci_id,date_occu,address,description,type,X_Coord,Y_Coord,category,NIBRS_Code
2635,Point,20200116300,1/16/2020 7:01:00 PM,2600 STRATFORD DR,Intimidation,Assault Offenses,1754845.835585,858601.72736,Person,13C
2689,Point,20200117238,1/17/2020 5:01:00 PM,800 GREEN VALLEY RD,Intimidation,Assault Offenses,1757913.527998,853367.632906,Person,13C
2768,Point,20200123177,1/19/2020 3:00:00 PM,1700 SHERWOOD ST,Intimidation,Assault Offenses,1757913.126886,843762.552806,Person,13C
2770,Point,20200119153,1/19/2020 3:06:46 PM,2500 CARROLL ST,Intimidation,Assault Offenses,1756261.903428,857725.602435,Person,13C
2792,Point,20200119228,1/19/2020 10:28:13 PM,2900 RANDLEMAN RD,Intimidation,Assault Offenses,1762125.264131,826174.878692,Person,13C
2842,Point,20200120229,1/20/2020 9:43:41 PM,5500 TOMAHAWK DR,Intimidation,Assault Offenses,1738749.506443,850713.504272,Person,13C
2862,Point,20200122074,1/21/2020 11:50:00 AM,1500 PERKINS ST,Intimidation,Assault Offenses,1772730.05778,845177.632596,Person,13C
2896,Point,20200122006,1/22/2020 12:15:00 AM,2400 E MARKET ST,Intimidation,Assault Offenses,1776486.460009,847660.159823,Person,13C
2897,Point,20200122007,1/22/2020 12:31:00 AM,2500 CIRCLE PINE CT,Intimidation,Assault Offenses,1751463.183089,830310.594138,Person,13C
2903,Point,20200203201,1/22/2020 8:00:00 AM,700 BENJAMIN PKWY,Intimidation,Assault Offenses,1759629.567813,848979.938667,Person,13C
2924,Point,20200122189,1/22/2020 3:28:00 PM,1200 BRIDFORD PKWY,Intimidation,Assault Offenses,1733200.237769,841021.213128,Person,13C
2926,Point,20200122187,1/22/2020 3:42:31 PM,2400 W FRIENDLY AV,Intimidation,Assault Offenses,1755540.878275,849258.837847,Person,13C
2939,Point,20200122258,1/22/2020 7:44:03 PM,2500 CARROLL ST,Intimidation,Assault Offenses,1756261.903428,857725.602435,Person,13C
2982,Point,20200123232,1/23/2020 6:30:00 PM,1700 BATTLEGROUND AV,Intimidation,Assault Offenses,1760003.417523,852999.924338,Person,13C
3014,Point,20200127137,1/24/2020 1:40:00 PM,1100 GLENDALE DR,Intimidation,Assault Offenses,1757036.201223,823103.2514,Person,13C
3092,Point,20200126017,1/26/2020,3600 W GATE CITY BLVD,Intimidation,Assault Offenses,1749129.879625,834581.816589,Person,13C
3111,Point,20200126134,1/26/2020 12:52:00 PM,1200 N ELM ST,Intimidation,Assault Offenses,1766899.531424,852280.495155,Person,13C
3129,Point,20200126207,1/26/2020 6:49:20 PM,800 PASADENA ST,Intimidation,Assault Offenses,1771098.651266,842491.164707,Person,13C
3149,Point,20200127022,1/27/2020 2:49:01 AM,2800 S ELM-EUGENE ST,Intimidation,Assault Offenses,1765975.58565,834138.999058,Person,13C
3163,Point,20200129069,1/27/2020 11:10:00 AM,1200 LINCOLN ST,Intimidation,Assault Offenses,1773796.855714,841888.561604,Person,13C
3260,Point,20200129063,1/29/2020 9:20:00 AM,5700 W GATE CITY BLVD,Intimidation,Assault Offenses,1735376.4226,826286.064183,Person,13C
3275,Point,20200129152,1/29/2020 3:20:01 PM,4900 KOGER BLVD,Intimidation,Assault Offenses,1738905.774878,838682.027739,Person,13C
3306,Point,20200130078,1/30/2020 5:55:00 AM,3600 HEWITT ST,Intimidation,Assault Offenses,1747780.238491,841191.468581,Person,13C
3312,Point,20200130121,1/30/2020 9:40:17 AM,100 W MEADOWVIEW RD,Intimidation,Assault Offenses,1765952.913699,834182.018704,Person,13C
3314,Point,20200131096,1/30/2020 10:00:28 AM,2200 OAK HILL DR,Intimidation,Assault Offenses,1757773.460418,859303.505509,Person,13C
3319,Point,20200131210,1/30/2020 12:00:00 PM,5800 W FRIENDLY AV,Intimidation,Assault Offenses,1737343.25322,852794.226668,Person,13C
3403,Point,20200131209,1/31/2020 4:33:11 PM,3900 W MARKET ST,Intimidation,Assault Offenses,1748399.510958,845419.982198,Person,13C
3426,Point,20200201027,2/1/2020 1:12:57 AM,3600 LYNHAVEN DR,Intimidation,Assault Offenses,1760705.840125,828843.142215,Person,13C
3434,Point,20200201069,2/1/2020 11:00:00 AM,2600 W GATE CITY BLVD/W FLORIDA ST,Intimidation,Assault Offenses,1753753.807253,839100.795488,Person,13C
3469,Point,20200202040,2/2/2020 2:28:02 AM,200 CRESTLAND AV,Intimidation,Assault Offenses,1762154.524248,847491.869261,Person,13C
3502,Point,20200208140,2/2/2020 8:00:00 PM,4000 MCINTOSH ST,Intimidation,Assault Offenses,1745555.614348,840098.42499,Person,13C
3545,Point,20200203177,2/3/2020 3:37:00 PM,0 SAILS WAY,Intimidation,Assault Offenses,1763847.52869,823296.697655,Person,13C
3551,Point,20200203195,2/3/2020 4:33:19 PM,700 WALTER REED DR,Intimidation,Assault Offenses,1756692.565998,849937.289623,Person,13C
3594,Point,20200204166,2/4/2020 11:55:02 AM,300 EDWARDS RD,Intimidation,Assault Offenses,1743325.090657,846995.5051,Person,13C
3635,Point,20200222077,2/5/2020 4:00:00 AM,5600 W FRIENDLY AV,Intimidation,Assault Offenses,1738394.977357,852589.646293,Person,13C
3648,Point,20200205160,2/5/2020 12:00:00 PM,4400 REHOBETH CHURCH RD,Intimidation,Assault Offenses,1757939.004082,823032.740069,Person,13C
3699,Point,20200206128,2/6/2020 1:17:21 PM,100 E SENECA RD,Intimidation,Assault Offenses,1766052.56322,832362.192502,Person,13C
3705,Point,20200209105,2/6/2020 6:00:00 PM,300 EDWARDS RD,Intimidation,Assault Offenses,1743325.090657,846995.5051,Person,13C
3714,Point,20200206220,2/6/2020 8:26:00 PM,1600 LURAY DR,Intimidation,Assault Offenses,1762717.405047,838975.134004,Person,13C
3801,Point,20200208089,2/8/2020 10:36:00 AM,2800 HIATT ST,Intimidation,Assault Offenses,1751649.783313,842450.90815,Person,13C
3811,Point,20200208135,2/8/2020 1:50:00 PM,3200 W GATE CITY BLVD,Intimidation,Assault Offenses,1750882.062124,835474.345124,Person,13C
3818,Point,20200218221,2/8/2020 4:31:48 PM,200 S CHAPMAN ST,Intimidation,Assault Offenses,1756920.561606,846524.755291,Person,13C
3820,Point,20200208166,2/8/2020 4:57:00 PM,2900 RANDLEMAN RD,Intimidation,Assault Offenses,1762125.264131,826174.878692,Person,13C
3869,Point,20200209123,2/9/2020 3:33:00 PM,4200 BERNAU AV,Intimidation,Assault Offenses,1743073.059758,832758.492933,Person,13C
3881,Point,20200209190,2/9/2020 6:43:00 PM,4200 W GATE CITY BLVD,Intimidation,Assault Offenses,1745239.427266,833479.576363,Person,13C
3914,Point,20200211186,2/10/2020 10:29:31 AM,2600 WEST COURT ST,Intimidation,Assault Offenses,1753556.578645,838810.120624,Person,13C
3917,Point,20200210114,2/10/2020 12:30:00 PM,3700 BATTLEGROUND AV,Intimidation,Assault Offenses,1747743.783145,867333.302145,Person,13C
3920,Point,20200210131,2/10/2020 2:10:07 PM,200 MCADOO AV,Intimidation,Assault Offenses,1767911.308415,844584.669404,Person,13C
3951,Point,20200216112,2/11/2020 8:00:00 AM,200 ALMA PINNIX DR,Intimidation,Assault Offenses,1767369.66838,859213.891045,Person,13C
3956,Point,20200211175,2/11/2020 9:50:00 AM,2500 N CHURCH ST,Intimidation,Assault Offenses,1769315.475078,858970.699023,Person,13C
3972,Point,20200211191,2/11/2020 2:06:51 PM,700 DUNBAR ST,Intimidation,Assault Offenses,1774618.470208,844011.827589,Person,13C
3984,Point,20200211235,2/11/2020 5:00:00 PM,3300 W FRIENDLY AV,Intimidation,Assault Offenses,1753190.315927,850716.389808,Person,13C
4002,Point,20200212007,2/11/2020 11:45:00 PM,300 W GATE CITY BLVD,Intimidation,Assault Offenses,1764870.147499,843410.748606,Person,13C
4032,Point,20200213209,2/12/2020 1:30:00 PM,0 OLIVER CT,Intimidation,Assault Offenses,1760785.621842,822057.557973,Person,13C
4078,Point,20200213026,2/13/2020 1:34:18 AM,2000 E FLORIDA ST,Intimidation,Assault Offenses,1774743.108563,839381.868931,Person,13C
4083,Point,20200213063,2/13/2020 6:38:26 AM,800 MARSH ST,Intimidation,Assault Offenses,1762765.28039,839618.529783,Person,13C
4138,Point,20200214080,2/14/2020 7:50:24 AM,2000 PISGAH CHURCH RD/LAWNDALE DR,Intimidation,Assault Offenses,1755390.783188,862739.710672,Person,13C
4140,Point,20200214075,2/14/2020 8:19:27 AM,700 GREENHAVEN DR,Intimidation,Assault Offenses,1760028.111945,828802.392981,Person,13C
4168,Point,20200214245,2/14/2020 4:55:20 PM,1900 NEW GARDEN RD,Intimidation,Assault Offenses,1744591.81107,864749.077416,Person,13C
4215,Point,20200217157,2/15/2020 1:42:27 PM,2600 SIR WALTER RD,Intimidation,Assault Offenses,1780757.264872,855507.325109,Person,13C
4222,Point,20200215137,2/15/2020 3:20:00 PM,4200 BERNAU AV,Intimidation,Assault Offenses,1743073.059758,832758.492933,Person,13C
4257,Point,20200216004,2/16/2020 12:15:00 AM,1800 MT HOPE CHURCH RD,Intimidation,Assault Offenses,1805238.392495,839989.723486,Person,13C
4258,Point,20200216018,2/16/2020 12:53:14 AM,2400 YANCEYVILLE ST,Intimidation,Assault Offenses,1771075.648978,858186.075405,Person,13C
4287,Point,20200216118,2/16/2020 2:38:00 PM,200 N CHURCH ST,Intimidation,Assault Offenses,1767499.753293,846526.926905,Person,13C
4332,Point,20200217095,2/17/2020 11:10:28 AM,1800 MUNCEY LN,Intimidation,Assault Offenses,1775600.495658,837768.930253,Person,13C
4373,Point,20200218113,2/18/2020 10:00:00 AM,2500 N CHURCH ST,Intimidation,Assault Offenses,1769315.475078,858970.699023,Person,13C
4381,Point,20200218148,2/18/2020 1:15:00 PM,100 TEAKWOOD DR,Intimidation,Assault Offenses,1763128.929333,821621.177803,Person,13C
4389,Point,20200218186,2/18/2020 3:38:00 PM,2100 PYRAMIDS VILLAGE BLVD,Intimidation,Assault Offenses,1777220.226829,860392.211587,Person,13C
4412,Point,20200218278,2/18/2020 9:58:38 PM,200 N DAVIE ST,Intimidation,Assault Offenses,1766837.942743,846569.136395,Person,13C
4416,Point,20200219306,2/19/2020,4200 W GATE CITY BLVD,Intimidation,Assault Offenses,1745239.427266,833479.576363,Person,13C
4433,Point,20200219104,2/19/2020 9:14:00 AM,200 ALMA PINNIX DR,Intimidation,Assault Offenses,1767369.66838,859213.891045,Person,13C
4438,Point,20200224121,2/19/2020 10:20:00 AM,5500 W MARKET ST,Intimidation,Assault Offenses,1737555.496228,847092.121672,Person,13C
4506,Point,20200220209,2/20/2020 1:54:33 PM,2400 SPRING GARDEN ST,Intimidation,Assault Offenses,1754048.191915,843247.054836,Person,13C
4578,Point,20200221211,2/21/2020 6:00:34 PM,700 SEVIER ST,Intimidation,Assault Offenses,1769658.772083,843371.775661,Person,13C
4610,Point,20200222103,2/22/2020 12:22:02 PM,1700 FAIRFAX RD,Intimidation,Assault Offenses,1741886.358012,836983.281942,Person,13C
4662,Point,20200223115,2/23/2020 2:30:51 PM,4000 MCINTOSH ST,Intimidation,Assault Offenses,1745555.614348,840098.42499,Person,13C
4675,Point,20200223172,2/23/2020 7:00:00 PM,3900 HAHNS LN,Intimidation,Assault Offenses,1782050.888155,847996.292945,Person,13C
4681,Point,20200223184,2/23/2020 8:17:10 PM,700 GREENHAVEN DR,Intimidation,Assault Offenses,1760028.111945,828802.392981,Person,13C
4682,Point,20200223189,2/23/2020 8:30:00 PM,2700 PATIO PL,Intimidation,Assault Offenses,1778813.252123,855773.927787,Person,13C
4683,Point,20200223194,2/23/2020 9:00:00 PM,3000 W GATE CITY BLVD,Intimidation,Assault Offenses,1752952.496316,837590.817257,Person,13C
4695,Point,20200224006,2/23/2020 11:59:25 PM,5600 WESLO WILLOW CIR,Intimidation,Assault Offenses,1731454.638201,848962.252254,Person,13C
4740,Point,20200224129,2/24/2020 12:18:15 PM,5900 W FRIENDLY AV,Intimidation,Assault Offenses,1737075.836941,852842.831487,Person,13C
4741,Point,20200224168,2/24/2020 12:50:00 PM,800 N JOSEPHINE BOYD ST,Intimidation,Assault Offenses,1759726.819557,849741.170957,Person,13C
4775,Point,20200225134,2/25/2020,1300 PLEASANT RIDGE RD,Intimidation,Assault Offenses,1714305.696672,863716.956772,Person,13C
4791,Point,20200225111,2/25/2020 11:00:00 AM,1200 BRIDFORD PKWY,Intimidation,Assault Offenses,1733200.237769,841021.213128,Person,13C
4844,Point,20200226081,2/26/2020 9:48:45 AM,0 WORTHDALE CT,Intimidation,Assault Offenses,1760651.959398,861569.992867,Person,13C
4907,Point,20200227067,2/27/2020 7:38:33 AM,5600 ATWATER DR,Intimidation,Assault Offenses,1734794.035308,827053.630709,Person,13C
4926,Point,20200227234,2/27/2020 4:28:07 PM,4900 W MARKET ST,Intimidation,Assault Offenses,1742229.353064,845086.146733,Person,13C
4997,Point,20200301055,2/28/2020 6:36:00 PM,4300 SOUTHERN WEBBING MILL RD,Intimidation,Assault Offenses,1775686.542158,868199.208451,Person,13C
5029,Point,20200229113,2/29/2020 1:23:00 PM,800 ROSS AV,Intimidation,Assault Offenses,1769231.308841,840516.137539,Person,13C
5096,Point,20200301080,3/1/2020 1:40:00 PM,3800 N CHURCH ST/PISGAH CHURCH RD,Intimidation,Assault Offenses,1766811.036512,868649.829417,Person,13C
5141,Point,20200302134,3/2/2020 11:00:04 AM,200 N CHURCH ST,Intimidation,Assault Offenses,1767499.753293,846526.926905,Person,13C
5149,Point,20200302173,3/2/2020 2:11:00 PM,3600 SHERBOURNE LN,Intimidation,Assault Offenses,1767192.342872,864334.50013,Person,13C
5152,Point,20200303104,3/2/2020 3:00:00 PM,2600 FOUR SEASONS BLVD,Intimidation,Assault Offenses,1754660.900664,831616.07845,Person,13C
5161,Point,20200302222,3/2/2020 6:30:00 PM,1700 STANLEY RD,Intimidation,Assault Offenses,1736744.053054,839529.167775,Person,13C
5169,Point,20200302276,3/2/2020 11:22:00 PM,400 GREENBRIAR RD,Intimidation,Assault Offenses,1764722.714736,866328.315644,Person,13C
5190,Point,20200303115,3/3/2020 11:15:00 AM,1300 BUFF ST,Intimidation,Assault Offenses,1771414.864657,836545.677884,Person,13C
5215,Point,20200304035,3/3/2020 5:00:34 PM,2400 YANCEYVILLE ST,Intimidation,Assault Offenses,1771075.648978,858186.075405,Person,13C
5221,Point,20200303256,3/3/2020 6:55:49 PM,3600 LAKEFIELD DR,Intimidation,Assault Offenses,1763199.595378,825164.150612,Person,13C
5227,Point,20200303273,3/3/2020 8:27:15 PM,400 E MONTCASTLE DR,Intimidation,Assault Offenses,1767746.155334,828104.000182,Person,13C
5228,Point,20200303245,3/3/2020 8:31:48 PM,1700 E CONE BLVD,Intimidation,Assault Offenses,1775082.42456,860850.837158,Person,13C
5252,Point,20200304168,3/4/2020 11:11:00 AM,3300 S HOLDEN RD,Intimidation,Assault Offenses,1749772.922215,827282.963462,Person,13C
5279,Point,20200304314,3/4/2020 7:00:04 PM,3500 LYNHAVEN DR,Intimidation,Assault Offenses,1761107.826516,830476.484,Person,13C
5287,Point,20200305022,3/4/2020 9:21:00 PM,800 CARRIELAND DR,Intimidation,Assault Offenses,1777305.320177,851707.912919,Person,13C
5288,Point,20200304329,3/4/2020 9:52:53 PM,300 W TERRELL ST,Intimidation,Assault Offenses,1764915.650056,837049.119707,Person,13C
5324,Point,20200305171,3/5/2020 2:00:00 PM,400 E WASHINGTON ST,Intimidation,Assault Offenses,1767915.852596,845283.250124,Person,13C
5349,Point,20200310132,3/5/2020 8:00:00 PM,1500 BRIDFORD PKWY,Intimidation,Assault Offenses,1733210.08509,836310.871915,Person,13C
5378,Point,20200306178,3/6/2020 8:03:00 AM,900 BELLEVUE ST,Intimidation,Assault Offenses,1767264.989408,841765.203081,Person,13C
5440,Point,20200307094,3/7/2020 9:36:00 AM,3300 SPRING ST,Intimidation,Assault Offenses,1777594.110949,863967.737916,Person,13C
5443,Point,20200307122,3/7/2020 10:59:00 AM,1300 PISGAH CHURCH RD,Intimidation,Assault Offenses,1759769.999909,865184.286452,Person,13C
5465,Point,20200307240,3/7/2020 9:12:27 PM,6400 OLD OAK RIDGE RD,Intimidation,Assault Offenses,1724156.468292,866685.512079,Person,13C
5530,Point,20200309044,3/9/2020 5:30:00 AM,3500 FARMINGTON DR,Intimidation,Assault Offenses,1748644.88752,832036.704998,Person,13C
5531,Point,20200309041,3/9/2020 7:24:32 AM,100 W ELMSLEY DR,Intimidation,Assault Offenses,1765607.300699,821579.839927,Person,13C
5554,Point,20200309199,3/9/2020 2:55:50 PM,700 W FLORIDA ST,Intimidation,Assault Offenses,1762987.318281,838797.28661,Person,13C
5558,Point,20200309244,3/9/2020 4:00:00 PM,300 N SWING RD,Intimidation,Assault Offenses,1731124.491327,848264.387836,Person,13C
5614,Point,20200311194,3/10/2020 1:15:00 PM,1400 NEW GARDEN RD,Intimidation,Assault Offenses,1738219.746717,858633.035407,Person,13C
5617,Point,20200310206,3/10/2020 3:25:00 PM,1000 LINCOLN ST,Intimidation,Assault Offenses,1773862.060409,842646.387531,Person,13C
5619,Point,20200310220,3/10/2020 3:38:50 PM,3500 S HOLDEN RD,Intimidation,Assault Offenses,1750315.95117,826199.909936,Person,13C
5624,Point,20200310260,3/10/2020 5:00:00 PM,4200 W WENDOVER AV,Intimidation,Assault Offenses,1738256.500978,841575.032271,Person,13C
5631,Point,20200310279,3/10/2020 7:07:35 PM,100 E SENECA RD,Intimidation,Assault Offenses,1766052.56322,832362.192502,Person,13C
5649,Point,20200312123,3/11/2020 4:30:00 AM,600 ABINGTON DR,Intimidation,Assault Offenses,1779215.058204,847960.208523,Person,13C
5667,Point,20200311290,3/11/2020 1:00:00 PM,200 S EDGEWORTH ST,Intimidation,Assault Offenses,1764684.233958,845976.937685,Person,13C
5685,Point,20200317142,3/11/2020 5:35:00 PM,1200 ARLEE ST,Intimidation,Assault Offenses,1770859.191346,848188.826843,Person,13C
5701,Point,20200311294,3/11/2020 8:53:53 PM,3200 YANCEYVILLE ST,Intimidation,Assault Offenses,1771073.229006,862198.253545,Person,13C
5725,Point,20200312238,3/12/2020 8:40:50 AM,2300 FLOYD ST,Intimidation,Assault Offenses,1760536.176149,835876.190984,Person,13C
5732,Point,20200312102,3/12/2020 11:08:00 AM,5400 SAPP RD,Intimidation,Assault Offenses,1732005.162026,839990.383335,Person,13C
5740,Point,20200312147,3/12/2020 2:05:50 PM,500 FARRAGUT ST,Intimidation,Assault Offenses,1763280.685021,832760.764112,Person,13C
5750,Point,20200312180,3/12/2020 3:38:21 PM,3700 W WENDOVER AV,Intimidation,Assault Offenses,1742589.314198,841971.258332,Person,13C
5760,Point,20200312260,3/12/2020 8:40:26 PM,2300 YANCEYVILLE ST,Intimidation,Assault Offenses,1771028.11115,857529.569872,Person,13C
5782,Point,20200313079,3/13/2020 9:12:00 AM,800 ROSS AV,Intimidation,Assault Offenses,1769231.308841,840516.137539,Person,13C
5808,Point,20200313190,3/13/2020 4:16:37 PM,1200 ARLEE ST,Intimidation,Assault Offenses,1770859.191346,848188.826843,Person,13C
5819,Point,20200406050,3/13/2020 9:00:00 PM,0 SANDERLING PL,Intimidation,Assault Offenses,1734402.58075,828156.405271,Person,13C
5844,Point,20200314041,3/14/2020 5:28:00 AM,1600 GLENSIDE DR,Intimidation,Assault Offenses,1772723.777483,867261.087521,Person,13C
5902,Point,20200315065,3/15/2020 8:08:00 AM,200 E WASHINGTON ST,Intimidation,Assault Offenses,1766772.670116,845353.697134,Person,13C
5908,Point,20200315202,3/15/2020 12:00:00 PM,2800 CYPRESS PARK RD,Intimidation,Assault Offenses,1751329.118224,832422.388982,Person,13C
5950,Point,20200316007,3/16/2020 12:11:00 AM,2100 CLEBURNE ST,Intimidation,Assault Offenses,1763392.341722,857262.420216,Person,13C
5966,Point,20200316110,3/16/2020 12:32:00 PM,1500 NEW GARDEN RD,Intimidation,Assault Offenses,1739235.311539,859879.802429,Person,13C
5967,Point,20200316112,3/16/2020 12:38:00 PM,1800 MCKNIGHT MILL RD,Intimidation,Assault Offenses,1777788.636536,862769.866349,Person,13C
5983,Point,20200317141,3/17/2020,2000 BEECH GROVE DR,Intimidation,Assault Offenses,1758865.25653,869654.668665,Person,13C
5984,Point,20200407118,3/17/2020,300 MONTROSE DR,Intimidation,Assault Offenses,1744063.495159,846578.978093,Person,13C
6014,Point,20200317140,3/17/2020 3:57:36 PM,5600 W MARKET ST,Intimidation,Assault Offenses,1736688.639818,847758.315279,Person,13C
6026,Point,20200317183,3/17/2020 8:50:00 PM,1800 MT HOPE CHURCH RD,Intimidation,Assault Offenses,1805238.392495,839989.723486,Person,13C
6033,Point,20200317198,3/17/2020 11:20:13 PM,3700 BRANDYWINE DR,Intimidation,Assault Offenses,1748167.729281,864502.37684,Person,13C
6049,Point,20200318079,3/18/2020 10:00:00 AM,1400 ARDMORE DR,Intimidation,Assault Offenses,1776689.736295,840805.860158,Person,13C
6051,Point,20200318081,3/18/2020 11:20:33 AM,2000 E MARKET ST,Intimidation,Assault Offenses,1774340.652683,846710.589589,Person,13C
6052,Point,20200318116,3/18/2020 11:30:00 AM,0 SHAWFIELD CT,Intimidation,Assault Offenses,1734418.818452,844055.549205,Person,13C
6055,Point,20200318109,3/18/2020 1:00:00 PM,1900 COLISEUM BLVD,Intimidation,Assault Offenses,1756859.394016,838901.902107,Person,13C
6115,Point,20200319140,3/19/2020 3:17:59 PM,4700 MCCONNELL CENTER DR,Intimidation,Assault Offenses,1792981.012151,839782.917216,Person,13C
6126,Point,20200319192,3/19/2020 7:25:00 PM,1400 E CONE BLVD,Intimidation,Assault Offenses,1772602.022722,861024.487859,Person,13C
6144,Point,20200320063,3/20/2020 6:45:00 AM,0 ROCKPORT CT,Intimidation,Assault Offenses,1790999.954883,832095.726599,Person,13C
6183,Point,20200320192,3/20/2020 9:45:00 PM,800 MACON ST,Intimidation,Assault Offenses,1769209.967974,842899.530135,Person,13C
6190,Point,20200320202,3/20/2020 10:45:00 PM,2200 GOLDEN GATE DR,Intimidation,Assault Offenses,1768233.832522,857062.09224,Person,13C
6213,Point,20200321075,3/21/2020 10:06:00 AM,6300 BURNT POPLAR RD,Intimidation,Assault Offenses,1727910.455997,846542.241732,Person,13C
6216,Point,20200321064,3/21/2020 10:20:00 AM,2200 GOLDEN GATE DR,Intimidation,Assault Offenses,1768233.832522,857062.09224,Person,13C
6219,Point,20200322084,3/21/2020 12:00:00 PM,2100 GLENSIDE DR,Intimidation,Assault Offenses,1773598.731269,870624.466233,Person,13C
6224,Point,20200325045,3/21/2020 2:00:00 PM,800 FRIENDLY CENTER RD/NORTHLINE AV,Intimidation,Assault Offenses,1754918.875633,851656.719155,Person,13C
6382,Point,20200330100,3/24/2020 12:30:00 PM,100 TEAKWOOD DR,Intimidation,Assault Offenses,1763128.929333,821621.177803,Person,13C
6389,Point,20200324136,3/24/2020 2:52:19 PM,2200 W MEADOWVIEW RD,Intimidation,Assault Offenses,1752240.909884,836839.292842,Person,13C
6395,Point,20200327062,3/24/2020 4:45:00 PM,2300 MERRITT DR/W GATE CITY BLVD,Intimidation,Assault Offenses,1745273.652333,833480.957057,Person,13C
6406,Point,20200324178,3/24/2020 6:43:57 PM,2200 WILCOX DR,Intimidation,Assault Offenses,1777460.564275,867290.323754,Person,13C
6414,Point,20200324207,3/24/2020 9:55:38 PM,3500 FARMINGTON DR,Intimidation,Assault Offenses,1748644.88752,832036.704998,Person,13C
6432,Point,20200325052,3/25/2020 8:00:00 AM,1000 N JOSEPHINE BOYD ST,Intimidation,Assault Offenses,1759688.081475,850507.459629,Person,13C
6460,Point,20200325185,3/25/2020 6:28:00 PM,100 WESLEY HARRIS CIR,Intimidation,Assault Offenses,1761472.494534,866279.256479,Person,13C
6468,Point,20200325194,3/25/2020 7:53:54 PM,5300 NORTH OAKS DR,Intimidation,Assault Offenses,1757283.73922,876838.434999,Person,13C
6497,Point,20200326105,3/26/2020 10:28:00 AM,1200 BRIDFORD PKWY,Intimidation,Assault Offenses,1733200.237769,841021.213128,Person,13C
6541,Point,20200326246,3/26/2020 11:00:00 PM,1300 ROTHERWOOD RD,Intimidation,Assault Offenses,1773272.826901,834710.975091,Person,13C
6547,Point,20200327017,3/27/2020 12:00:02 AM,100 WINDHILL CT,Intimidation,Assault Offenses,1780387.019369,863425.000044,Person,13C
6553,Point,20200327082,3/27/2020 5:30:00 AM,3400 REHOBETH CHURCH RD,Intimidation,Assault Offenses,1757657.468448,830169.565136,Person,13C
6567,Point,20200327137,3/27/2020 12:40:00 PM,1100 S ENGLISH ST,Intimidation,Assault Offenses,1776118.647188,842755.384616,Person,13C
6582,Point,20200327152,3/27/2020 5:06:00 PM,100 GREENBRIAR RD,Intimidation,Assault Offenses,1766916.542298,866605.697265,Person,13C
6589,Point,20200327175,3/27/2020 6:55:00 PM,2700 N CHURCH ST,Intimidation,Assault Offenses,1769312.84016,860439.951142,Person,13C
6620,Point,20200328039,3/28/2020 9:30:00 AM,2100 RANDALL ST,Intimidation,Assault Offenses,1774765.646067,838522.704201,Person,13C
6628,Point,20200328058,3/28/2020 12:30:00 PM,2100 PYRAMIDS VILLAGE BLVD/RING RD,Intimidation,Assault Offenses,0,0,Person,13C
6635,Point,20200328078,3/28/2020 3:45:27 PM,0 SAILS WAY,Intimidation,Assault Offenses,1763847.52869,823296.697655,Person,13C
6664,Point,20200329043,3/29/2020 10:21:08 AM,1800 MCKNIGHT MILL RD,Intimidation,Assault Offenses,1777788.636536,862769.866349,Person,13C
6678,Point,20200414182,3/29/2020 2:00:00 PM,500 MARTIN ST,Intimidation,Assault Offenses,1768731.22181,844715.495928,Person,13C
6679,Point,20200329068,3/29/2020 2:08:48 PM,2200 MITCHELL AV,Intimidation,Assault Offenses,1771851.70169,870650.220504,Person,13C
6712,Point,20200330079,3/30/2020 11:56:03 AM,2700 W GATE CITY BLVD,Intimidation,Assault Offenses,1753729.476299,839076.686024,Person,13C
6718,Point,20200330101,3/30/2020 1:38:26 PM,4100 SPRING GARDEN ST,Intimidation,Assault Offenses,1743740.43595,844046.095468,Person,13C
6720,Point,20200330105,3/30/2020 2:00:00 PM,3600 MCCONNELL RD,Intimidation,Assault Offenses,1791393.336131,842169.877423,Person,13C
6759,Point,20200401090,3/31/2020 4:45:00 AM,800 W MARKET ST,Intimidation,Assault Offenses,1763753.600933,846412.708507,Person,13C
6768,Point,20200401062,3/31/2020 12:07:00 PM,0 BLACKHAW CT,Intimidation,Assault Offenses,1769407.586947,874344.87818,Person,13C
6780,Point,20200402050,3/31/2020 3:00:00 PM,300 HIDDEN TIMBER LN,Intimidation,Assault Offenses,1783512.18566,867724.106626,Person,13C
6786,Point,20200331128,3/31/2020 4:25:00 PM,4200 KILDARE DR/WOODNELL ST,Intimidation,Assault Offenses,1783303.10611,852717.855532,Person,13C
6795,Point,20200331178,3/31/2020 7:08:00 PM,4200 KILDARE DR,Intimidation,Assault Offenses,1782042.577966,852877.005739,Person,13C
6814,Point,20200401061,4/1/2020 9:00:00 AM,0 LAUREL LEE TER,Intimidation,Assault Offenses,1774047.137898,871448.969039,Person,13C
6842,Point,20200401135,4/1/2020 5:33:00 PM,300 LOWDERMILK ST,Intimidation,Assault Offenses,1779610.404475,848855.710441,Person,13C
6854,Point,20200401180,4/1/2020 8:49:00 PM,2700 SPRING GARDEN ST,Intimidation,Assault Offenses,1752656.110265,843301.961234,Person,13C
6882,Point,20200402108,4/2/2020 12:00:00 PM,2500 IMMANUEL RD,Intimidation,Assault Offenses,1754214.013716,840005.747359,Person,13C
6892,Point,20200402109,4/2/2020 4:00:00 PM,600 ROLLINS ST,Intimidation,Assault Offenses,1777036.803188,850774.001391,Person,13C
