ST_NAME1
BATTLEGROUND AVE
W FISHER AVE
BATTLEGROUND AVE
BATTLEGROUND AVE
BATTLEGROUND AVE
BATTLEGROUND AVE
BATTLEGROUND AVE
BATTLEGROUND AVE
WESTRIDGE RD
N ELM ST
N EDGEWORTH ST
S BENBOW RD
S BENBOW RD
N BENBOW RD
GREEN VALLEY RD
HUFFINE MILL RD
E LINDSAY ST
TUCKER ST
GUILFORD COLLEGE RD
BIG TREE WAY
DUDLEY ST
BRIDFORD PKWY
BRIDFORD PKWY
BRIDFORD PKWY
NA
ADAMS FARM PKWY
LAKE BRANDT RD
WILLOW RD
NC 68 HWY
NA
GOLDEN GATE DR
ASHLAND DR
ATLANTA ST
S JOSEPHINE BOYD ST
FLEMING RD
CHECKERBERRY LN
LEES CHAPEL RD
WESTRIDGE RD
N REGIONAL RD
BURGESS RD
NA
ELAM AVE
S TATE ST
CENTERVIEW DR
S CHAPMAN ST
N CHURCH ST
N CHURCH ST
N CHURCH ST
N CHURCH ST
N CHURCH ST
N CHURCH ST
S CHURCH ST
N CHURCH ST
MT HOPE CHURCH RD 
CLEBURNE ST
COLLEGE RD
US 29 HWY
MARSTON RD
ORANGE ST
SIXTEENTH ST
HOBBS RD
N HOLDEN RD
GOLDEN GATE DR
LAWNDALE DR
CYPRESS ST
S DAVIE ST
S DAVIE ST
N DAVIE ST
N DAVIE ST
S DAVIE ST
YANCEYVILLE ST
N DUDLEY ST
STANLEY RD
N EDGEWORTH ST
N EDGEWORTH ST
N EDGEWORTH ST
S EDGEWORTH ST
S ELM-EUGENE ST
S ELM-EUGENE ST
S ELM-EUGENE ST
S ELM-EUGENE ST
N ELM ST
N ELM ST
N ELM ST
S ELM ST
S ELM ST
N ELM ST
N ELM ST
S ENGLISH ST
S ELM-EUGENE ST
N EUGENE ST
N EUGENE ST
S EUGENE ST
FAIRFAX RD
FAIRFAX RD
LAWNDALE DR
FLEMING RD
MLK JR DR
WILLOW RD
FREEMAN MILL RD
FREEMAN MILL RD
WESTRIDGE RD
JEFFERSON RD
GREENE ST
KING GEORGE DR
N MURROW BLVD
W RADIANCE DR
N SPRING ST
WESTOVER TER
GROOMETOWN RD
GUILFORD COLLEGE RD
GUILFORD COLLEGE RD
GUILFORD COLLEGE RD
BATTLEGROUND AVE
HANBERRY DR
MERRITT DR
W GATE CITY BLVD
W GATE CITY BLVD
W GATE CITY BLVD
PATTERSON ST
W GATE CITY BLVD
MERRITT DR
HILL ST
STANLEY RD
N HOLDEN RD
S HOLDEN RD
N HOLDEN RD
S HOLDEN RD
S HOLDEN RD
S HOLDEN RD
NA
HORSE PEN CREEK RD
HUFFINE MILL RD
RANDLEMAN RD
WILL DOSKEY DR
LAWNDALE DR
LAWNDALE DR
SUMMIT AVE
SULLIVAN ST
E LINDSAY ST
NA
MONTROSE DR
DRIVE WAY
PLEASANT RIDGE RD
NA
WALKER AVE
MLK JR DR
NA
OLD MCCONNELL LOOP
NA
NC 68 HWY
N ELM ST

NORWALK ST
PENRY RD
PISGAH CHURCH RD
SHERIDAN RD

RADAR RD
RANDLEMAN RD
RANKIN MILL RD
YANCEYVILLE ST
SUMMIT AVE
SANDY RIDGE RD
NA
SANDY RIDGE RD
N SPRING ST
S SPRING ST
SUMMIT AVE
NA
WESTOVER TER
GALLIMORE DAIRY RD
N REGIONAL RD
MLK JR DR 
ROTHERWOOD RD
S REGIONAL RD
NC 68 HWY
NEW GARDEN RD
ARLINGTON ST
S HOLDEN RD
S AYCOCK ST
S AYCOCK ST
BATTLEGROUND AVE
BATTLEGROUND AVE
BATTLEGROUND AVE
BATTLEGROUND AVE
BATTLEGROUND AVE
BATTLEGROUND AVE
N EUGENE ST
BATTLEGROUND AVE
BATTLEGROUND AVE
LAWNDALE DR
N EUGENE ST
N BENBOW RD
S BENBOW RD

S BENBOW RD
N ELAM AVE
N CHURCH ST
N ELM ST
N ENGLISH ST
HUFFMAN ST
WINSTON ST
YANCEYVILLE ST

BORDERS TERR
WILLOW RD
BRIDFORD PKWY
BRIGHTWOOD SCHOOL RD
GROOMETOWN RD
BRYAN BLVD
N HOLDEN RD
FLEMING RD
S CHIMNEY ROCK RD
WESTOVER TER
CASCADE DR
NA
N CHURCH ST
N CHRUCH ST
S CHAPMAN ST
COLLEGE RD
COLLEGE RD
SIXTEENTH ST
SUMMIT AVE
W CORNWALLIS DR
NA
S HOLDEN RD
W GATE CITY BLVD
DOLLEY MADISON RD
N DUDLEY ST
N DUDLEY ST
STANLEY RD
NA
N ELAM AVE
NC 68 HWY
W GATE CITY BLVD
S ELM ST
N ELM ST
N ELM ST
N ENGLISH ST
N EUGENE ST
S EUGENE ST
N GREENE ST
W GATE CITY BLVD
N HOLDEN RD
W FRIENDLY AVE
NA
OLD FRIENDLY RD
STAGE COACH TRL
NA
GALLIMORE DAIRY RD
NA
NC 68 HWY
NA
